Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
SO02 Pucallpa - PVO,202412,Sofía V,José A,114851,11542001,100.49502016129014,0,93.5,94.0,,0
SO05 Tarapoto - PVO,202403,Sofía V,José A,114631,10851679,94.66596774193555,0,86.5,81.5,,0
P516 Ilo - PVH,202601,Sofía V,Joe H,114577,6102849,53.26407258064518,105686.55735389813,62.0,58.0,54.66595376698497,5777456
SO03 Huanuco - PVO,202604,Sofía V,José A,114559,8231659,71.8550972222229,115190.70502008517,76.5,80.0,67.45073327700564,7769698
P465 Sucre - PVH,202504,Sebastián S,Vik E,114473,8834966,77.17937500000004,107439.33305773434,101.5,97.5,82.23213583476345,9640378
P102 Chiclayo - PVH,202602,Sofía V,Melany A,114376,10208666,89.25505208333334,107826.18398865969,96.5,94.0,87.75356401461035,9462132
P516 Ilo - PVH,202602,Sofía V,Joe H,114256,5908629,51.71385416666666,101009.50801547768,62.0,58.0,54.66595376698497,5521781
P064 Miraflores - PVH,202512,Sebastián S,Johanna V,114202,12076142,105.74346774193535,112573.49857848899,117.5,99.0,107.27340202170426,11484073
P115 Huancayo - PVH,202604,Sofía V,José A,114189,10424061,91.2874375000021,97644.28278155022,107.5,102.5,96.70800932222366,9442984
P259 Moquegua - PVH,202512,Sofía V,Joe H,114186,7893106,69.12485887096769,107320.04919763489,68.0,68.5,73.5473544692891,7560103
P231 Ventanilla - PVH,202603,Sebastián S,Vik E,114164,8308574,72.77727822580648,123815.08932177197,77.0,79.0,66.09086292651952,8183046
SO05 Tarapoto - PVO,202409,Sofía V,José A,114094,10320356,90.45487499999993,0,86.5,81.5,,0
SO05 Tarapoto - PVO,202410,Sofía V,José A,114070,10230129,89.68293682795688,0,86.5,81.5,,0
P146 Tacna - PVH,202606,Sofía V,Joe H,113900,9759385,85.68408333333561,125461.29316247745,96.5,96.0,83.32149404806579,10453622
P144 Huacho - PVH,202412,Sofía V,José A,113878,6913636,60.710981182795706,0,58.0,58.5,,0
P089 Risso - PVH,202605,Sebastián S,Vik E,113845,4505835,39.57864919354824,87459.38483437375,61.5,48.5,53.715920394326645,4697961
P465 Sucre - PVH,202508,Sebastián S,Vik E,113819,8708722,76.51399865591401,116893.381312774,101.5,97.5,74.50141524008015,9381613
P144 Huacho - PVH,202512,Sofía V,José A,113816,6577991,57.79516129032255,119571.73802944807,58.0,58.5,55.0129234416579,7340783
P724 Tumbes - PVH,202412,Sofía V,Melany A,113802,8856171,77.82104166666666,0,72.5,68.5,,0
SO02 Pucallpa - PVO,202605,Sofía V,José A,113745,9421685,82.83192204301079,108438.12906216738,93.5,94.0,84.61950815694568,9175981
P130 Chimbote - PVH,202503,Sofía V,Melany A,113640,7510713,66.09194892473113,95306.85271671289,75.5,68.0,78.80559032123962,6833724
1593 Aventura SJL - PVH,202604,Sebastián S,Rodolfo O,113601,6454839,56.82006944444543,108045.81832211188,65.5,63.0,55.3895197170739,5984606
P225 Cajamarca - PVH,202602,Sofía V,José A,113574,6425457,56.57531250000001,114589.300985807,64.0,67.0,56.429371630436094,6466202
SO03 Huanuco - PVO,202409,Sofía V,José A,113546,7203165,63.43813194444446,0,76.5,80.0,,0
P139 Alameda Sur - PVS,202512,Hernán P,Daniel R,113531,7816020,68.84471774193553,114263.59947629497,79.5,72.5,68.4034099732829,7788591
SO03 Huanuco - PVO,202408,Sofía V,José A,113530,7838078,69.03975806451606,0,76.5,80.0,,0
P223 Cusco Mall - PVH,202510,Sofía V,Joe H,113507,9141348,80.53561155913982,105686.79949896064,101.0,105.0,86.49469728799855,10394525
P231 Ventanilla - PVH,202503,Sebastián S,Vik E,113423,7890988,69.57148521505377,116623.24429289803,77.0,79.0,67.66221989316185,7473181
P001 Los Olivos - PVH,202412,Sebastián S,Vik E,113417,7192880,63.419576612903235,0,66.0,64.5,,0
P226 Paita - PVH,202603,Sofía V,Melany A,113388,6308309,55.63461693548388,126513.57646179434,56.0,60.0,48.49399124490601,6135148
P126 Santa Clara - PVH,202407,Sebastián S,Rodolfo O,113273,11069671,97.72559811827959,0,98.5,96.5,,0
P048 Higuereta - PVH,202512,Sebastián S,Johanna V,113271,11925593,105.28338709677412,109906.54280138739,106.0,102.5,108.50667481690138,13582118
P223 Cusco Mall - PVH,202406,Sofía V,Joe H,113231,9303796,82.16619444444444,0,101.0,105.0,,0
P231 Ventanilla - PVH,202605,Sebastián S,Vik E,113228,7841199,69.25112231182811,108025.58602446713,77.0,79.0,66.09086292651952,7139504
P333 Ves Placita - PVH,202511,Sebastián S,Rodolfo O,113218,6664780,58.8668402777778,101986.27833970977,68.5,66.0,65.34977154279562,5482192
P084 Comas - PVH,202512,Sebastián S,Vik E,113122,8279830,73.194126344086,114418.82787974927,75.5,74.0,72.36423020083593,10680923
P130 Chimbote - PVH,202603,Sofía V,Melany A,113038,7311690,64.6831989247312,109425.83890846046,75.5,68.0,66.56902434528007,7284371
P146 Tacna - PVH,202411,Sofía V,Joe H,113027,9877133,87.38741666666674,0,96.5,96.0,,0
P192 Sullana - PVH,202512,Sofía V,Melany A,112935,4221961,37.38399865591396,96698.88808888214,43.5,41.0,43.66090576056392,4543170
SO03 Huanuco - PVO,202411,Sofía V,José A,112851,7632668,67.63472916666663,0,76.5,80.0,,0
P139 Alameda Sur - PVS,202603,Hernán P,Daniel R,112841,7288715,64.59301747311828,117601.53215495934,79.5,72.5,64.20980276983204,7551171
1593 Aventura SJL - PVH,202602,Sebastián S,Rodolfo O,112809,6631508,58.78526041666665,95873.40664669216,65.5,63.0,55.3895197170739,5310382
P010 Caminos del Inca - PVS,202512,Hernán P,Daniel R,112766,14605856,129.5231451612902,110829.52287331934,140.5,125.5,131.78669168047247,15121050
P236 Pisco - PVH,202412,Sofía V,Joe H,112691,7326613,65.01527553763442,0,57.5,56.5,,0
P119 Puente Piedra - PVH,202606,Sebastián S,Vik E,112676,9874453,87.63557638889125,110012.30028771533,100.0,98.0,86.39328487126737,9504324
P126 Santa Clara - PVH,202507,Sebastián S,Rodolfo O,112663,10570689,93.82587365591398,118936.64682340669,98.5,96.5,88.87663249574388,11329608
P465 Sucre - PVH,202507,Sebastián S,Vik E,112646,8679367,77.05005376344087,116798.02756990527,101.5,97.5,74.31090644750206,10044018
P224 Brena - PVH,202512,Sebastián S,Vik E,112637,8640643,76.71214381720424,114005.53612066893,80.0,78.0,75.7914334164819,9340407
SO05 Tarapoto - PVO,202501,Sofía V,José A,112628,10022142,88.9845833333332,112155.22207329926,86.5,81.5,89.35956957447786,9614086
P223 Cusco Mall - PVH,202505,Sofía V,Joe H,112608,9158754,81.33303763440864,107838.91998409382,101.0,105.0,84.92995285330112,9413634
SO05 Tarapoto - PVO,202502,Sofía V,José A,112557,9340743,82.98666666666666,100220.17229747995,86.5,81.5,93.20222132799978,8812657
P199 Grifo Kio - PVS,202602,Hernán P,Daniel R,112510,2639017,23.455937500000008,123027.2464169252,22.5,21.0,19.647967156057994,2417235
P102 Chiclayo - PVH,202503,Sofía V,Melany A,112300,11175328,99.51299731182799,121878.17850313014,96.5,94.0,91.69260738264965,10799054
P064 Miraflores - PVH,202605,Sebastián S,Johanna V,112187,9852862,87.82506720430159,99247.09912178936,117.5,99.0,98.00501470036954,9726713
P227 San Isidro - PVH,202512,Sebastián S,Johanna V,112175,6930340,61.78177419354834,107087.48614588447,68.0,60.5,64.71661759394419,7477236
P010 Caminos del Inca - PVS,202604,Hernán P,Daniel R,112023,12413583,110.81277083333538,104364.30202775045,140.5,125.5,117.18897502469719,12230346
P114 Pro - PVH,202508,Sebastián S,Vik E,112009,8084035,72.17310483870972,102473.78464691582,88.0,84.0,78.88880788246856,7941669
P119 Puente Piedra - PVH,202505,Sebastián S,Vik E,112007,9939149,88.7369489247312,110379.5220813425,100.0,98.0,90.04522698218872,10084544
P126 Santa Clara - PVH,202508,Sebastián S,Rodolfo O,111956,9998396,89.30631048387092,111137.7939859306,98.5,96.5,89.96395799673456,10154262
P080 Bolichera - PVH,202503,Sebastián S,Rodolfo O,111907,8746879,78.16182123655913,96449.25833410272,80.0,80.5,90.68891664983663,7743438
P120 Universitaria - PVH,202512,Sebastián S,Vik E,111879,6595512,58.951948924731155,116008.86282863523,69.5,59.0,56.8535214395015,8471976
P229 Salaverry - PVH,202412,Sebastián S,Johanna V,111799,11909829,106.52936827956984,0,104.5,99.0,,0
P010 Caminos del Inca - PVS,202503,Hernán P,Daniel R,111742,12988869,116.23979838709668,105012.76278606373,140.5,125.5,123.68847809919494,12488503
P133 Guardia Civil - PVH,202603,Sebastián S,Rodolfo O,111742,8123887,72.70229166666668,107563.72139819503,81.0,77.0,69.97856074572657,7527154
P724 Tumbes - PVH,202504,Sofía V,Melany A,111708,6293126,56.335659722222246,86279.36049662284,72.5,68.5,72.93894986908634,6005486
P147 Juliaca - PVH,202503,Sofía V,Joe H,111589,9712754,87.04029569892475,110717.68015118259,94.0,92.0,87.72540995022153,8717409
1593 Aventura SJL - PVH,202511,Sebastián S,Rodolfo O,111571,6420690,57.54777777777781,98049.06519705828,65.5,63.0,65.48445563551012,4412180
P114 Pro - PVH,202601,Sebastián S,Vik E,111534,8810471,78.99358870967741,103102.31612864764,88.0,84.0,78.31726123421582,8074691
SO05 Tarapoto - PVO,202506,Sofía V,José A,111464,10118432,90.77731249999998,116196.2081967853,86.5,81.5,87.08057291218854,10586056
P225 Cajamarca - PVH,202508,Sofía V,José A,111410,5937900,53.29780241935486,105731.88988755093,64.0,67.0,56.15996901516786,5555332
P225 Cajamarca - PVH,202402,Sofía V,José A,111390,5827306,52.314590517241385,0,64.0,67.0,,0
P202 LurIn - PVH,202412,Sebastián S,Rodolfo O,111335,9277996,83.33429435483873,0,78.0,74.5,,0
P465 Sucre - PVH,202408,Sebastián S,Vik E,111327,9098427,81.72702284946234,0,101.5,97.5,,0
P724 Tumbes - PVH,202407,Sofía V,Melany A,111280,6556586,58.91953629032258,0,72.5,68.5,,0
P465 Sucre - PVH,202407,Sebastián S,Vik E,111236,9643425,86.69321236559142,0,101.5,97.5,,0
P102 Chiclayo - PVH,202605,Sofía V,Melany A,111235,9115554,81.9488776881712,102554.75771447453,96.5,94.0,87.75356401461035,8999545
P223 Cusco Mall - PVH,202606,Sofía V,Joe H,111213,9523313,85.63143750000204,98147.55611049406,101.0,105.0,90.43989760689435,8876455
SO03 Huanuco - PVO,202505,Sofía V,José A,111168,7799406,70.15900537634404,106664.00732659786,76.5,80.0,73.12125360262112,7767000
P146 Tacna - PVH,202501,Sofía V,Joe H,111167,9611332,86.45846774193545,111072.02177140661,96.5,96.0,86.53243262088756,9212826
P145 Piura - PVH,202403,Sofía V,Melany A,111150,12471200,112.20125000000007,0,125.0,118.5,,0
P146 Tacna - PVH,202403,Sofía V,Joe H,111076,10383992,93.48579973118277,0,96.5,96.0,,0
P231 Ventanilla - PVH,202403,Sebastián S,Vik E,111070,7404395,66.66436827956989,0,77.0,79.0,,0
P147 Juliaca - PVH,202602,Sofía V,Joe H,111022,9209972,82.9559375,96949.83377863698,94.0,92.0,81.93317456466171,7943408
P133 Guardia Civil - PVH,202605,Sebastián S,Rodolfo O,110956,7695273,69.35428763440844,93403.79521165208,81.0,77.0,69.97856074572657,6536263
P216 Proceres - PVS,202512,Hernán P,Daniel R,110948,1591718,14.346471774193535,109360.52258677871,15.0,15.0,14.554772438445104,1527267
P133 Guardia Civil - PVH,202412,Sebastián S,Rodolfo O,110810,9158060,82.64629032258065,0,81.0,77.0,,0
P223 Cusco Mall - PVH,202408,Sofía V,Joe H,110775,9520567,85.94532258064517,0,101.0,105.0,,0
P231 Ventanilla - PVH,202407,Sebastián S,Vik E,110770,7572535,68.36285618279572,0,77.0,79.0,,0
P048 Higuereta - PVH,202505,Sebastián S,Johanna V,110744,9124921,82.39658602150543,87833.9232157446,106.0,102.5,103.88834980747303,9644611
SO05 Tarapoto - PVO,202504,Sofía V,José A,110725,9747705,88.03530555555555,102298.86971491559,86.5,81.5,95.28653901225601,10042147
P114 Pro - PVH,202602,Sebastián S,Vik E,110701,8794025,79.43911458333332,103341.3836829127,88.0,84.0,78.31726123421582,8093414
SO03 Huanuco - PVO,202501,Sofía V,José A,110686,7809154,70.55209677419349,115958.24421871296,76.5,80.0,67.34453270326237,8028642
SO05 Tarapoto - PVO,202406,Sofía V,José A,110663,10346385,93.49447916666662,0,86.5,81.5,,0
P333 Ves Placita - PVH,202604,Sebastián S,Rodolfo O,110663,6763465,61.11782638889058,104982.59167440828,68.5,66.0,59.17940013681813,6212807
P119 Puente Piedra - PVH,202504,Sebastián S,Vik E,110654,9508746,85.93200000000004,103125.87984484779,100.0,98.0,92.20523989037326,10359067
P133 Guardia Civil - PVH,202606,Sebastián S,Rodolfo O,110583,6657495,60.203500000001135,86555.5985955297,81.0,77.0,69.97856074572657,6057036
P465 Sucre - PVH,202412,Sebastián S,Vik E,110538,10830091,97.9764314516128,0,101.5,97.5,,0
P723 Puruchuco - PVH,202412,Sebastián S,Rodolfo O,110535,12374027,111.94702956989246,0,94.5,97.0,,0
SO04 Jaen - PVO,202502,Sofía V,José A,110485,6269034,56.741093750000005,121191.12840772673,61.0,60.0,51.72849335067588,6362513
P120 Universitaria - PVH,202412,Sebastián S,Vik E,110485,7641850,69.16663306451616,0,69.5,59.0,,0
SO03 Huanuco - PVO,202401,Sofía V,José A,110436,7572520,68.5690456989247,0,76.5,80.0,,0
P010 Caminos del Inca - PVS,202603,Hernán P,Daniel R,110399,13175582,119.34553091397841,114549.61121360562,140.5,125.5,117.18897502469719,13423952
P075 Trujillo - PVH,202406,Sofía V,Melany A,110237,11594317,105.17660416666673,0,99.0,32.5,,0
P048 Higuereta - PVH,202603,Sebastián S,Johanna V,110226,10091243,91.55059139784942,114056.08013723641,106.0,102.5,90.06082213539496,10271984
P119 Puente Piedra - PVH,202507,Sebastián S,Vik E,110189,9776787,88.72735215053767,111263.55492807068,100.0,98.0,87.87052684340769,10189414
P333 Ves Placita - PVH,202602,Sebastián S,Rodolfo O,110154,6817105,61.88697916666669,103811.10089823078,68.5,66.0,59.17940013681813,6143479
SO03 Huanuco - PVO,202410,Sofía V,José A,110061,7260782,65.97048387096773,0,76.5,80.0,,0
P115 Huancayo - PVH,202606,Sofía V,José A,110050,9765595,88.73812500000274,93000.7083067233,107.5,102.5,96.70800932222366,8993913
P223 Cusco Mall - PVH,202504,Sofía V,Joe H,110002,9071064,82.46252777777786,109637.28017857777,101.0,105.0,82.73703584424025,9802363
P126 Santa Clara - PVH,202509,Sebastián S,Rodolfo O,109969,8986833,81.72145138888895,103048.32384519652,98.5,96.5,87.20988837722773,9449895
P102 Chiclayo - PVH,202511,Sofía V,Melany A,109801,9055149,82.46909027777781,99988.05600164439,96.5,94.0,90.56230736050192,8241357
P104 Arequipa - PVH,202403,Sofía V,Joe H,109799,7494314,68.25475134408603,0,70.5,69.5,,0
P130 Chimbote - PVH,202412,Sofía V,Melany A,109756,7967134,72.58971774193547,0,75.5,68.0,,0
SO03 Huanuco - PVO,202606,Sofía V,José A,109674,7796493,71.0876250000015,121294.30267571435,76.5,80.0,67.45073327700564,8181390
P114 Pro - PVH,202403,Sebastián S,Vik E,109670,9355427,85.30492607526881,0,88.0,84.0,,0
P089 Risso - PVH,202512,Sebastián S,Vik E,109665,5613454,51.18721774193547,98723.4981879894,61.5,48.5,56.86036802819581,6567747
P115 Huancayo - PVH,202507,Sofía V,José A,109575,10512165,95.93589381720435,106631.81353985007,107.5,102.5,98.58375995894912,11151548
P333 Ves Placita - PVH,202403,Sebastián S,Rodolfo O,109449,6976996,63.74657258064516,0,68.5,66.0,,0
P126 Santa Clara - PVH,202504,Sebastián S,Rodolfo O,109401,9825275,89.80956250000007,102565.80748755697,98.5,96.5,95.79484002202172,10896040
P104 Arequipa - PVH,202602,Sofía V,Joe H,109324,6256659,57.23020833333333,83735.8530138193,70.5,69.5,63.57656168405445,5323638
P119 Puente Piedra - PVH,202508,Sebastián S,Vik E,109283,9546020,87.35120295698924,105401.8628119015,100.0,98.0,90.56785255338113,9264086
P114 Pro - PVH,202507,Sebastián S,Vik E,109240,8678149,79.44110887096775,113025.44549054602,88.0,84.0,76.78048630850901,8985639
P126 Santa Clara - PVH,202510,Sebastián S,Rodolfo O,109205,9214774,84.38062500000004,108936.98038214205,98.5,96.5,84.58812055993582,9115655
P769 Chiclayo Aventura - PVH,202606,Sofía V,Melany A,109201,5245173,48.03210416666682,88681.5792300662,59.5,55.5,53.27894958029915,4724861
P104 Arequipa - PVH,202604,Sofía V,Joe H,109172,6572691,60.20515277777908,85212.52992136506,70.5,69.5,63.57656168405445,5417520
P143 Nvo Chimbote - PVH,202603,Sofía V,Melany A,109158,5143510,47.1196438172043,112881.47564209858,55.0,50.5,48.49399124490603,5474073
P333 Ves Placita - PVH,202505,Sebastián S,Rodolfo O,109157,6405895,58.685309139784955,99663.77844852782,68.5,66.0,64.27505890024405,6228071
P465 Sucre - PVH,202605,Sebastián S,Vik E,109070,9696481,88.90108198924719,104797.06014454384,101.5,97.5,87.68918414433637,9189569
P115 Huancayo - PVH,202508,Sofía V,José A,109030,10146125,93.05850806451615,104672.81663635101,107.5,102.5,96.93180413066705,10454639
SO03 Huanuco - PVO,202602,Sofía V,José A,109020,7937803,72.81031250000001,116004.55495073838,76.5,80.0,67.45073327700564,7824592
P084 Comas - PVH,202412,Sebastián S,Vik E,108970,9268448,85.05479838709675,0,75.5,74.0,,0
P465 Sucre - PVH,202406,Sebastián S,Vik E,108900,9368328,86.0269861111111,0,101.5,97.5,,0
P223 Cusco Mall - PVH,202401,Sofía V,Joe H,108831,8696416,79.90730510752684,0,101.0,105.0,,0
P139 Alameda Sur - PVS,202412,Hernán P,Daniel R,108822,7327512,67.33454301075267,0,79.5,72.5,,0
P126 Santa Clara - PVH,202501,Sebastián S,Rodolfo O,108773,9602129,88.27653897849451,87350.5434978833,98.5,96.5,109.92637773607761,9867847
P724 Tumbes - PVH,202605,Sofía V,Melany A,108634,6293447,57.93271505376401,118516.65281528508,72.5,68.5,63.04218861837782,7471549
P224 Brena - PVH,202412,Sebastián S,Vik E,108577,8975065,82.66106182795701,0,80.0,78.0,,0
P122 Ica - PVH,202503,Sofía V,Joe H,108560,7136134,65.73451612903226,108805.40326338074,71.0,74.5,65.5862136986511,7045355
P221 Barranca - PVH,202412,Sofía V,José A,108514,3591365,33.0957930107527,0,32.5,32.0,,0
P145 Piura - PVH,202604,Sofía V,Melany A,108452,11096009,102.31268055555807,99505.45643939411,125.0,118.5,102.97612103755296,10246686
P114 Pro - PVH,202505,Sebastián S,Vik E,108385,8610995,79.44807123655913,99620.64547774002,88.0,84.0,86.43785932830667,8374079
P115 Huancayo - PVH,202601,Sofía V,José A,108357,9803963,90.478434139785,103489.82257873937,107.5,102.5,96.70800932222366,10008295
P146 Tacna - PVH,202407,Sofía V,Joe H,108345,9805646,90.50426075268814,0,96.5,96.0,,0
P769 Chiclayo Aventura - PVH,202412,Sofía V,Melany A,108267,7162352,66.15479838709676,0,59.5,55.5,,0
SO03 Huanuco - PVO,202506,Sofía V,José A,108184,7435945,68.73445833333338,112384.57976399391,76.5,80.0,66.16516772688372,7565211
SO03 Huanuco - PVO,202509,Sofía V,José A,108136,7477486,69.14867361111118,119223.60769739456,76.5,80.0,62.718164081889384,7610625
P465 Sucre - PVH,202411,Sebastián S,Vik E,108098,9422543,87.16672222222223,0,101.5,97.5,,0
P080 Bolichera - PVH,202512,Sebastián S,Rodolfo O,107941,8484826,78.606189516129,101372.15897226818,80.0,80.5,83.69976535984742,10051524
P119 Puente Piedra - PVH,202510,Sebastián S,Vik E,107892,9021708,83.61810483870971,104564.68277775752,100.0,98.0,86.27872719869288,9671467
P122 Ica - PVH,202603,Sofía V,Joe H,107881,7356206,68.18785618279573,109301.10356113937,71.0,74.5,62.681117153293116,6851115
P724 Tumbes - PVH,202512,Sofía V,Melany A,107781,8432968,78.2419354838709,119491.83927440362,72.5,68.5,70.57358938658858,8386515
P172 Puno - PVH,202512,Sofía V,Joe H,107755,8543718,79.28831317204299,100022.09602496725,79.5,81.5,85.41830584981278,9075372
P132 El Ejercito - PVS,202603,Hernán P,Daniel R,107730,4505513,41.82217741935483,106988.45546499165,53.5,52.0,43.483853774506514,4652270
P114 Pro - PVH,202407,Sebastián S,Vik E,107643,8975410,83.38105510752693,0,88.0,84.0,,0
SO04 Jaen - PVO,202504,Sofía V,José A,107627,5907237,54.88627083333331,112655.66131259392,61.0,60.0,52.43622247805864,6501964
P225 Cajamarca - PVH,202511,Sofía V,José A,107622,6136504,57.018888888888895,107831.8428212568,64.0,67.0,56.908088830234824,4852398
P126 Santa Clara - PVH,202406,Sebastián S,Rodolfo O,107617,10246701,95.21477777777777,0,98.5,96.5,,0
P139 Alameda Sur - PVS,202606,Hernán P,Daniel R,107588,6418284,59.65599305555706,92906.65291223733,79.5,72.5,64.20980276983204,5965518
